Leicester City
Arsenal
Tottenham Hotspur
Manchester City
Manchester United
Southampton
West Ham United
Liverpool
Stoke City
Chelsea
Everton
Swansea City
Watford
West Bromwich Albion
Crystal Palace
AFC Bournemouth
Sunderland
Newcastle United
Norwich City
Aston Villa
