DIVISION,DATE,TIME,FIXTURE,HOME TEAM,AWAY TEAM
L2,4/16/16,15:00,Oxford Utd V Luton ,Oxford Utd,Luton
L2,4/16/16,15:00,Portsmouth V Plymouth ,Portsmouth,Plymouth
L2,4/16/16,15:00,Stevenage V Newport ,Stevenage,Newport
L2,4/16/16,15:00,Wycombe V Barnet ,Wycombe,Barnet
L2,4/19/16,19:45,Barnet V Notts County ,Barnet,Notts County
L2,4/19/16,19:45,Cambridge V Morecambe ,Cambridge,Morecambe
L2,4/19/16,19:45,Carlisle V Luton ,Carlisle,Luton
L2,4/19/16,19:45,Dag & Red V Wimbledon ,Dag & Red,Wimbledon
L2,4/19/16,19:45,Exeter V Mansfield ,Exeter,Mansfield
L2,4/19/16,19:45,Hartlepool V Accrington ,Hartlepool,Accrington
L2,4/19/16,19:45,Leyton Orient V Plymouth ,Leyton Orient,Plymouth
L2,4/19/16,19:45,Newport V Oxford Utd ,Newport,Oxford Utd
L2,4/19/16,19:45,Northampton V Crawley ,Northampton,Crawley
L2,4/19/16,19:45,Stevenage V Bristol Rovers ,Stevenage,Bristol Rovers
L2,4/19/16,19:45,Wycombe V Yeovil ,Wycombe,Yeovil
L2,4/19/16,19:45,York V Portsmouth ,York,Portsmouth
L2,4/23/16,15:00,Accrington V York ,Accrington,York
L2,4/23/16,15:00,Wimbledon V Leyton Orient ,Wimbledon,Leyton Orient
L2,4/23/16,15:00,Bristol Rovers V Exeter ,Bristol Rovers,Exeter
L2,4/23/16,15:00,Crawley V Carlisle ,Crawley,Carlisle
L2,4/23/16,15:00,Luton V Newport ,Luton,Newport
L2,4/23/16,15:00,Mansfield V Barnet ,Mansfield,Barnet
L2,4/23/16,15:00,Morecambe V Stevenage ,Morecambe,Stevenage
L2,4/23/16,15:00,Notts County V Cambridge ,Notts County,Cambridge
L2,4/23/16,15:00,Oxford Utd V Hartlepool ,Oxford Utd,Hartlepool
L2,4/23/16,15:00,Plymouth V Dag & Red ,Plymouth,Dag & Red
L2,4/23/16,15:00,Portsmouth V Wycombe ,Portsmouth,Wycombe
L2,4/23/16,15:00,Yeovil V Northampton ,Yeovil,Northampton
L2,4/30/16,15:00,Barnet V Yeovil ,Barnet,Yeovil
L2,4/30/16,15:00,Cambridge V Plymouth ,Cambridge,Plymouth
L2,4/30/16,15:00,Carlisle V Oxford Utd ,Carlisle,Oxford Utd
L2,4/30/16,15:00,Dag & Red V Crawley ,Dag & Red,Crawley
L2,4/30/16,15:00,Exeter V Morecambe ,Exeter,Morecambe
L2,4/30/16,15:00,Hartlepool V Portsmouth ,Hartlepool,Portsmouth
L2,4/30/16,15:00,Leyton Orient V Mansfield ,Leyton Orient,Mansfield
L2,4/30/16,15:00,Newport V Notts County ,Newport,Notts County
L2,4/30/16,15:00,Northampton V Luton ,Northampton,Luton
L2,4/30/16,15:00,Stevenage V Wimbledon ,Stevenage,Wimbledon
L2,4/30/16,15:00,Wycombe V Accrington ,Wycombe,Accrington
L2,4/30/16,15:00,York V Bristol Rovers ,York,Bristol Rovers
L2,5/7/16,15:00,Accrington V Stevenage ,Accrington,Stevenage
L2,5/7/16,15:00,Wimbledon V Newport ,Wimbledon,Newport
L2,5/7/16,15:00,Bristol Rovers V Dag & Red ,Bristol Rovers,Dag & Red
L2,5/7/16,15:00,Crawley V Barnet ,Crawley,Barnet
L2,5/7/16,15:00,Luton V Exeter ,Luton,Exeter
L2,5/7/16,15:00,Mansfield V Cambridge ,Mansfield,Cambridge
L2,5/7/16,15:00,Morecambe V York ,Morecambe,York
L2,5/7/16,15:00,Notts County V Carlisle ,Notts County,Carlisle
L2,5/7/16,15:00,Oxford Utd V Wycombe ,Oxford Utd,Wycombe
L2,5/7/16,15:00,Plymouth V Hartlepool ,Plymouth,Hartlepool
L2,5/7/16,15:00,Portsmouth V Northampton ,Portsmouth,Northampton
L2,5/7/16,15:00,Yeovil V Leyton Orient ,Yeovil,Leyton Orient
,,,,,
UK Football Fixtures 2015-16 in Excel format.  www.DedicatedExcel.com,,,,,
